Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2022-03-11T05:42:48.185256Z,MSFT,DIVIDEND,,,$15.93 ,USD,1.1002
2022-04-02T11:10:55.096149Z,,CUSTODY FEE,,,($10.16),USD,1.1051
2022-04-05T05:58:11.604690Z,NKE,DIVIDEND,,,$14.88 ,USD,1.0974
2022-05-03T07:21:13.680736Z,,CUSTODY FEE,,,($8.09),USD,1.0509
2022-06-02T08:15:29.373814Z,,CUSTODY FEE,,,($8.17),USD,1.0692
2022-06-06T05:20:49.357172Z,AMZN,STOCK SPLIT,17.30473279,,$0 ,USD,1.0738
2022-06-10T04:18:29.672395Z,MSFT,DIVIDEND,,,$15.93 ,USD,1.0636
2022-07-02T05:25:07.283076Z,,CUSTODY FEE,,,($8.76),USD,1.0432
2022-07-05T04:22:08.109335Z,NKE,DIVIDEND,,,$14.88 ,USD,1.0439
2022-08-02T20:37:44.502210Z,,CUSTODY FEE,,,($8.84),USD,1.017
2022-08-25T08:32:09.974050Z,TSLA,STOCK SPLIT,16.92063384,,$0 ,USD,1.0004
2022-09-02T04:12:22.756004Z,,CUSTODY FEE,,,($8.46),USD,0.9968
2022-09-12T05:38:12.697693Z,MSFT,DIVIDEND,,,$15.93 ,USD,1.0094
2022-10-04T07:50:42.804832Z,,CUSTODY FEE,,,($7.08),USD,0.988
2022-10-05T06:08:11.165283Z,NKE,DIVIDEND,,,$14.88 ,USD,0.9969
2022-10-31T13:30:43.430815Z,BLK,BUY - MARKET,0.15197337,$658.01 ,$100 ,USD,0.9906
2022-10-31T13:31:57.689702Z,INTC,BUY - MARKET,3.43997248,$29.07 ,$100 ,USD,0.9905
2022-10-31T13:32:27.426002Z,PTON,BUY - MARKET,6.24219725,$8.01 ,$50 ,USD,0.9906
2022-10-31T13:32:37.485603Z,ADBE,BUY - MARKET,0.30912856,$323.49 ,$100 ,USD,0.9905
2022-10-31T13:33:16.781336Z,NVDA,BUY - MARKET,0.72584742,$137.77 ,$100 ,USD,0.9906
2022-10-31T13:34:16.454670Z,TEAM,BUY - MARKET,0.50545895,$197.84 ,$100 ,USD,0.9907
2022-10-31T13:34:58.428235Z,PYPL,BUY - MARKET,1.16945386,$85.51 ,$100 ,USD,0.9908
2022-11-02T04:23:10.093767Z,,CUSTODY FEE,,,($5.69),USD,0.9889
2022-11-11T18:05:50.319972Z,PTON,SELL - MARKET,6.24219725,$10.26 ,$64.03 ,USD,1.0343
2022-11-11T18:06:14.835660Z,NVDA,SELL - MARKET,0.72584742,$161.60 ,$117.28 ,USD,1.0343
2022-11-11T18:06:36.982655Z,BLK,SELL - MARKET,0.15197337,$773.75 ,$117.57 ,USD,1.0342
2022-11-29T14:30:09.304555Z,BLK,BUY - MARKET,0.4014063,$722.46 ,$290 ,USD,1.0333
2022-12-02T06:16:57.258738Z,INTC,DIVIDEND,,,$1.07 ,USD,1.0529
2022-12-02T09:53:33.349845Z,,CUSTODY FEE,,,($6.61),USD,1.053
2022-12-09T07:47:32.172273Z,MSFT,DIVIDEND,,,$17.48 ,USD,1.0585
2022-12-14T04:40:43.063827Z,,CUSTODY FEE,,,($6.61),USD,1.0631
2022-12-27T05:25:04.100006Z,BLK,DIVIDEND,,,$1.67 ,USD,1.0656
2022-12-29T06:38:00.096901Z,NKE,DIVIDEND,,,$16.59 ,USD,1.0621
2023-01-04T04:38:33.379173Z,,CUSTODY FEE,,,($5.57),USD,1.0573
2023-02-01T07:46:44.675318Z,,CUSTODY FEE,,,($6.53),USD,1.0874
2023-03-02T03:37:35.169286Z,,CUSTODY FEE,,,($6.09),USD,1.0654
2023-03-02T07:34:50.714396Z,INTC,DIVIDEND,,,$1.07 ,USD,1.0645
2023-03-13T04:47:11.404459Z,MSFT,DIVIDEND,,,$17.48 ,USD,1.0735
2023-03-24T05:46:08.235850Z,BLK,DIVIDEND,,,$1.71 ,USD,1.0846
2023-04-04T03:09:44.472942Z,,CUSTODY FEE,,,($6.55),USD,1.0902
2023-04-04T07:26:18.538155Z,NKE,DIVIDEND,,,$16.59 ,USD,1.0917
2023-05-02T12:12:27.539908Z,,CUSTODY FEE,,,($6.06),USD,1.0972
2023-06-02T05:21:12.038964Z,INTC,DIVIDEND,,,$0.37 ,USD,1.0779
2023-06-03T06:16:54.728677Z,,CUSTODY FEE,,,($6.31),USD,1.0717
2023-06-09T05:12:28.624450Z,MSFT,DIVIDEND,,,$17.48 ,USD,1.0792
2023-06-26T04:36:08.542554Z,BLK,DIVIDEND,,,$1.71 ,USD,1.092
2023-07-04T09:04:09.591085Z,,CUSTODY FEE,,,($7.28),USD,1.0908
2023-07-07T04:31:33.509936Z,NKE,DIVIDEND,,,$16.59 ,USD,1.0905
2023-07-12T13:30:02.811Z,ADBE,SELL - MARKET,0.30912856,$509.76 ,$157.56 ,USD,1.1095
2023-08-01T19:29:53.342317Z,,CASH TOP-UP,,,$564 ,USD,1.0992
2023-08-01T19:33:22.414Z,HYZN,BUY - MARKET,153.9641026,$1.95 ,$300 ,USD,1.0995
2023-08-01T19:36:10.438Z,CVNA,BUY - MARKET,4.05720081,$49.30 ,$200 ,USD,1.0996
2023-08-01T19:37:36.936Z,NKLA,BUY - MARKET,63.09779179,$3.17 ,$200 ,USD,1.0997
2023-08-01T19:39:01.202Z,ZWS,BUY - MARKET,2.64026402,$30.30 ,$80 ,USD,1.0996
2023-08-02T05:28:55.283330Z,,CUSTODY FEE,,,($8.72),USD,1.1011
2023-08-06T07:51:14.761612Z,,TRANSFER FROM REVOLUT BANK UAB TO REVOLUT SECURITIES EUROPE UAB,,,($2.51),USD,1.1018
2023-08-06T07:51:14.813511Z,RIVN,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,74.081803,,$0 ,USD,1.1018
2023-08-06T07:51:14.816389Z,LI,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,202.9552464,,$0 ,USD,1.1018
2023-08-06T07:51:14.818697Z,NIO,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,1629.677236,,$0 ,USD,1.1018
2023-08-06T07:51:14.821334Z,PLUG,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,29.55003357,,$0 ,USD,1.1018
2023-08-06T07:51:14.823452Z,LCID,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,187.4801275,,$0 ,USD,1.1018
2023-08-06T07:51:14.826015Z,NKLA,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,63.09779179,,$0 ,USD,1.1018
2023-08-06T07:51:14.828135Z,ZWS,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,2.64026402,,$0 ,USD,1.1018
2023-08-06T07:51:14.830918Z,RUN,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,106.2430939,,$0 ,USD,1.1018
2023-08-06T07:51:14.834491Z,BLK,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,0.4014063,,$0 ,USD,1.1018
2023-08-06T07:51:14.837891Z,INTC,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,3.43997248,,$0 ,USD,1.1018
2023-08-06T07:51:14.840653Z,TEAM,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,0.50545895,,$0 ,USD,1.1018
2023-08-06T07:51:14.843009Z,MSFT,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,30.23349256,,$0 ,USD,1.1018
2023-08-06T07:51:14.845939Z,CVNA,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,4.05720081,,$0 ,USD,1.1018
2023-08-06T07:51:14.849915Z,HYZN,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,153.9641026,,$0 ,USD,1.1018
2023-08-06T07:51:14.853113Z,NFLX,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,14.97792256,,$0 ,USD,1.1018
2023-08-06T07:51:14.855824Z,META,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,29.56227274,,$0 ,USD,1.1018
2023-08-06T07:51:14.858051Z,TSLA,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,25.38095076,,$0 ,USD,1.1018
2023-08-06T07:51:14.860369Z,NKE,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,57.41221724,,$0 ,USD,1.1018
2023-08-06T07:51:14.863476Z,MTTR,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,311.5361371,,$0 ,USD,1.1018
2023-08-06T07:51:14.866578Z,PYPL,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,1.16945386,,$0 ,USD,1.1018
2023-08-06T07:51:14.869264Z,XPEV,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,204.9221311,,$0 ,USD,1.1018
2023-08-06T07:51:14.871555Z,AMZN,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,18.2155082,,$0 ,USD,1.1018
2023-09-01T07:59:39.244834Z,,CUSTODY FEE,,,($7.56),USD,1.0874
2023-09-05T11:02:00.604122Z,INTC,DIVIDEND,,,$0.37 ,USD,1.0755
2023-09-08T10:17:31.084856Z,ZWS,DIVIDEND,,,$0.15 ,USD,1.0719
2023-09-15T09:16:21.002397Z,MSFT,DIVIDEND,,,$17.47 ,USD,1.0679
2023-09-25T11:03:27.846295Z,BLK,DIVIDEND,,,$1.70 ,USD,1.0655
2023-10-01T11:21:01.733305Z,,CUSTODY FEE,,,($7.01),USD,1.0595
2023-10-03T12:17:15.639968Z,NKE,DIVIDEND,,,$16.59 ,USD,1.0486
2023-10-04T06:07:59.372608Z,,CASH TOP-UP,,,"$1,000 ",USD,1.0482
2023-10-04T16:28:06.398Z,VZ,BUY - MARKET,31.72810913,$31.52 ,"$1,000 ",USD,1.0533
2023-10-09T18:52:25.563Z,INTC,SELL - MARKET,3.43997248,$36.07 ,$124.07 ,USD,1.0579
2023-10-11T15:18:20.065Z,PBR,BUY - MARKET,9.44099797,$14.83 ,$140 ,USD,1.0634
2023-10-16T17:34:06.070Z,MSFT,SELL - MARKET,30.23349256,$333.64 ,"$10,087.06 ",USD,1.0562
2023-10-16T17:34:25.166Z,LI,SELL - MARKET,202.9552464,$33.50 ,"$6,799.36 ",USD,1.0562
2023-10-16T17:51:59.463Z,SBRA,BUY - MARKET,29.13228238,$14.59 ,$425 ,USD,1.057
2023-10-16T17:52:32.963Z,ABR,BUY - MARKET,28.97341513,$14.67 ,$425 ,USD,1.0571
2023-10-16T17:54:17.626Z,IDCC,BUY - MARKET,7.02378298,$80.73 ,$567 ,USD,1.0571
2023-10-16T17:54:42.494Z,CMCSA,BUY - MARKET,12.81423728,$44.25 ,$567 ,USD,1.057
2023-10-16T17:55:02.982Z,ORAN,BUY - MARKET,49.22395833,$11.52 ,$567 ,USD,1.0571
2023-10-16T17:55:47.499Z,NVS,BUY - MARKET,5.26101344,$96.70 ,$510 ,USD,1.0572
2023-10-16T17:56:15.149Z,AMGN,BUY - MARKET,1.77418567,$286.74 ,$510 ,USD,1.0572
2023-10-16T17:56:42.432Z,SNY,BUY - MARKET,9.29430032,$54.74 ,$510 ,USD,1.0573
2023-10-16T17:57:03.594Z,UNH,BUY - MARKET,0.94262273,$539.70 ,$510 ,USD,1.0573
2023-10-16T17:57:23.326Z,GSK,BUY - MARKET,13.92718313,$36.53 ,$510 ,USD,1.0573
2023-10-16T17:58:10.039Z,IRM,BUY - MARKET,5.49206092,$61.72 ,$340 ,USD,1.0573
2023-10-16T17:58:32.109Z,SFL,BUY - MARKET,30.53873873,$11.10 ,$340 ,USD,1.0573
2023-10-16T17:58:49.947Z,SCCO,BUY - MARKET,4.61120935,$73.50 ,$340 ,USD,1.0573
2023-10-16T17:59:26.451Z,TX,BUY - MARKET,8.9275744,$37.97 ,$340 ,USD,1.0573
2023-10-16T17:59:50.295Z,LMT,BUY - MARKET,0.77348759,$438.21 ,$340 ,USD,1.0573
2023-10-16T18:00:42.790Z,AGRO,BUY - MARKET,15.33303085,$11.02 ,$170 ,USD,1.0571
2023-10-16T18:01:04.132Z,WMT,BUY - MARKET,1.04322321,$161.95 ,$170 ,USD,1.0571
2023-10-16T18:01:33.817Z,BG,BUY - MARKET,1.63457817,$103.36 ,$170 ,USD,1.0571
2023-10-16T18:02:04.967Z,PG,BUY - MARKET,1.15473993,$146.31 ,$170 ,USD,1.0571
2023-10-16T18:02:27.156Z,PM,BUY - MARKET,1.81530031,$93.07 ,$170 ,USD,1.0571
2023-10-16T18:03:15.145Z,ENLC,BUY - MARKET,13.1801872,$12.82 ,$170 ,USD,1.057
2023-10-16T18:04:04.264Z,E,BUY - MARKET,5.16569856,$32.71 ,$170 ,USD,1.0571
2023-10-16T18:04:20.803Z,FANG,BUY - MARKET,1.00751386,$167.69 ,$170 ,USD,1.0571
2023-10-16T18:04:39.944Z,NOG,BUY - MARKET,4.14650306,$40.74 ,$170 ,USD,1.0572
2023-10-16T18:04:59.078Z,CNQ,BUY - MARKET,2.51054977,$67.30 ,$170 ,USD,1.0572
2023-10-16T18:05:18.335Z,EC,BUY - MARKET,13.65966046,$12.37 ,$170 ,USD,1.0572
2023-10-16T18:06:02.324Z,BP,BUY - MARKET,4.19255583,$40.30 ,$170 ,USD,1.0572
2023-10-16T18:06:18.082Z,PXD,BUY - MARKET,0.67832254,$249.07 ,$170 ,USD,1.0571
2023-10-16T18:07:28.990Z,PBR,BUY - MARKET,10.74872773,$15.72 ,$170 ,USD,1.0572
2023-10-16T18:08:03.300Z,IGT,BUY - MARKET,10.30362929,$30.86 ,$319 ,USD,1.0572
2023-10-16T18:08:21.771Z,TM,BUY - MARKET,1.77427455,$179.20 ,$319 ,USD,1.0573
2023-10-16T18:08:42.402Z,PKG,BUY - MARKET,2.0793931,$152.90 ,$319 ,USD,1.0574
2023-10-16T18:09:00.708Z,WRK,BUY - MARKET,8.57524271,$37.08 ,$319 ,USD,1.0574
2023-10-16T18:09:17.738Z,GES,BUY - MARKET,14.46020918,$21.99 ,$319 ,USD,1.0573
2023-10-16T18:09:34.271Z,ALV,BUY - MARKET,3.34202228,$95.14 ,$319 ,USD,1.0573
2023-10-16T18:09:52.295Z,BBY,BUY - MARKET,4.48983338,$70.82 ,$319 ,USD,1.0573
2023-10-16T18:10:41.200Z,DELL,BUY - MARKET,4.98470588,$68 ,$340 ,USD,1.0573
2023-10-16T18:10:57.815Z,YY,BUY - MARKET,8.42186335,$40.25 ,$340 ,USD,1.0574
2023-10-16T18:11:17.543Z,ORCL,BUY - MARKET,3.11200881,$108.92 ,$340 ,USD,1.0574
2023-10-16T18:11:34.030Z,TSM,BUY - MARKET,3.71329973,$91.28 ,$340 ,USD,1.0574
2023-10-16T18:12:08.342Z,INTC,BUY - MARKET,9.27160831,$36.56 ,$340 ,USD,1.0573
2023-10-16T18:12:37.447Z,STX,BUY - MARKET,4.8941669,$69.26 ,$340 ,USD,1.0573
2023-10-16T18:12:56.278Z,CSCO,BUY - MARKET,6.24235727,$54.30 ,$340 ,USD,1.0574
2023-10-16T18:13:13.237Z,MCHP,BUY - MARKET,4.31259541,$78.60 ,$340 ,USD,1.0574
2023-10-16T18:13:32.357Z,GRMN,BUY - MARKET,3.13822794,$108.01 ,$340 ,USD,1.0574
2023-10-16T18:15:27.297Z,AAPL,BUY - MARKET,6.71841499,$178.17 ,"$1,200 ",USD,1.0572
2023-10-16T18:15:56.795Z,MSFT,BUY - MARKET,3.62984815,$333.89 ,"$1,215 ",USD,1.0572
2023-10-19T15:20:24.283Z,VZ,SELL - MARKET,31.72810913,$31.71 ,"$1,003.63 ",USD,1.059
2023-11-01T03:35:34.937107Z,,CUSTODY FEE,,,($6.42),USD,1.0589
2023-11-02T14:24:21.768835Z,VZ,DIVIDEND,,,$17.93 ,USD,1.0654
2023-11-06T12:29:51.842755Z,DELL,DIVIDEND,,,$1.56 ,USD,1.0769
2023-11-13T11:47:15.918816Z,ENLC,DIVIDEND TAX,,,$1.64 ,USD,1.0704
2023-11-16T12:13:17.093417Z,PG,DIVIDEND,,,$0.92 ,USD,1.0863
2023-11-17T19:12:25.229708Z,AAPL,DIVIDEND,,,$1.37 ,USD,1.0922
2023-11-22T08:38:06.443781Z,WRK,DIVIDEND,,,$2.20 ,USD,1.0916
2023-11-24T09:25:36.297675Z,SCCO,DIVIDEND,,,$3.92 ,USD,1.093
2023-11-24T09:29:56.555735Z,TX,DIVIDEND,,,$9.82 ,USD,1.0928
2023-11-27T09:42:39.687918Z,FANG,DIVIDEND,,,$0.71 ,USD,1.0968
2023-11-28T10:42:55.349604Z,FANG,DIVIDEND,,,$2.16 ,USD,1.0966
2023-11-28T10:44:54.977302Z,AGRO,DIVIDEND,,,$2.52 ,USD,1.0968
2023-12-01T05:17:50.981306Z,,CUSTODY FEE,,,($6.98),USD,1.0927
2023-12-01T09:45:33.319803Z,ABR,DIVIDEND,,,$10.58 ,USD,1.0922
2023-12-01T09:56:35.293424Z,SBRA,DIVIDEND,,,$7.42 ,USD,1.0921
2023-12-04T13:28:05.674105Z,INTC,DIVIDEND,,,$0.98 ,USD,1.0892
2023-12-05T11:46:22.589522Z,BG,DIVIDEND,,,$1.08 ,USD,1.0838
2023-12-07T09:56:41.861757Z,MCHP,DIVIDEND,,,$1.61 ,USD,1.0802
2023-12-08T14:13:55.946621Z,ZWS,DIVIDEND,,,$0.18 ,USD,1.0759
2023-12-11T09:54:36.013787Z,AMGN,DIVIDEND,,,$3.20 ,USD,1.0782
2023-12-11T10:01:56.037333Z,E,DIVIDEND,,,$1.80 ,USD,1.079
2023-12-13T10:03:21.234184Z,UNH,DIVIDEND,,,$1.50 ,USD,1.0805
2023-12-14T10:22:27.330957Z,ALV,DIVIDEND,,,$1.93 ,USD,1.0928
2023-12-15T11:25:34.520141Z,IGT,DIVIDEND,,,$2.06 ,USD,1.098
2023-12-18T17:57:38.751574Z,MSFT,DIVIDEND,,,$2.31 ,USD,1.0947
2023-12-21T11:07:31.066361Z,BP,DIVIDEND,,,$1.80 ,USD,1.098
2023-12-26T09:06:15.311474Z,PXD,DIVIDEND,,,$1.84 ,USD,1.1035
2023-12-26T09:09:03.802626Z,BLK,DIVIDEND,,,$1.70 ,USD,1.1033
2023-12-26T09:23:12.931368Z,GES,DIVIDEND,,,$3.68 ,USD,1.1033
2023-12-28T08:53:35.201739Z,ORAN,DIVIDEND,,,$10.68 ,USD,1.1139
2024-01-01T10:55:56.361616Z,,CUSTODY FEE,,,($7.54),USD,1.1062
2024-01-03T17:45:33.860042Z,LMT,DIVIDEND,,,$2.07 ,USD,1.093
2024-01-03T18:20:46.256891Z,BBY,DIVIDEND,,,$3.51 ,USD,1.0932
2024-01-03T18:30:31.790712Z,NKE,DIVIDEND,,,$18.05 ,USD,1.093
2024-01-03T18:51:25.584888Z,WMT,DIVIDEND,,,$0.50 ,USD,1.0927
2024-01-03T19:04:54.671797Z,GRMN,DIVIDEND,,,$2.29 ,USD,1.0922
2024-01-03T19:55:35.844437Z,SFL,DIVIDEND,,,$7.63 ,USD,1.0938
2024-01-05T11:03:39.397715Z,IRM,DIVIDEND,,,$3.03 ,USD,1.0935
2024-01-05T11:06:29.420687Z,EC,DIVIDEND,,,$13.72 ,USD,1.0934
2024-01-09T16:00:57.484142Z,CNQ,DIVIDEND,,,$1.59 ,USD,1.0938
2024-01-11T10:26:32.058582Z,STX,DIVIDEND,,,$3.42 ,USD,1.0987
2024-01-11T10:32:10.419918Z,PM,DIVIDEND,,,$2 ,USD,1.0986
2024-01-16T11:25:23.379245Z,GSK,DIVIDEND,,,$4.85 ,USD,1.0904
2024-01-16T11:51:04.818127Z,TSM,DIVIDEND,,,$1.41 ,USD,1.0913
2024-01-17T12:47:21.812949Z,PKG,DIVIDEND,,,$2.20 ,USD,1.0892
2024-01-25T08:58:23.083093Z,CSCO,DIVIDEND,,,$2.07 ,USD,1.0919
2024-01-25T09:06:16.130616Z,CMCSA,DIVIDEND,,,$3.15 ,USD,1.0919
2024-01-25T09:07:52.662354Z,IDCC,DIVIDEND,,,$2.38 ,USD,1.0916
2024-01-26T09:27:58.915596Z,ORCL,DIVIDEND,,,$1.05 ,USD,1.0859
2024-02-01T11:59:31.550231Z,NOG,DIVIDEND,,,$1.40 ,USD,1.0829
2024-02-01T12:25:00.281756Z,,CUSTODY FEE,,,($6.71),USD,1.0832
2024-02-05T09:34:22.390707Z,DELL,DIVIDEND,,,$1.56 ,USD,1.0782
2024-02-05T14:30:19.167Z,META,SELL - MARKET,29.56227274,$470 ,"$13,894.15 ",USD,1.0762
2024-02-12T09:04:16.238894Z,ENLC,DIVIDEND,,,$1.74 ,USD,1.0795
2024-02-16T14:10:34.958159Z,PG,DIVIDEND,,,$0.92 ,USD,1.0771
2024-02-16T17:36:58.691861Z,AAPL,DIVIDEND,,,$1.37 ,USD,1.079
2024-02-22T09:05:12.279207Z,WRK,DIVIDEND,,,$2.20 ,USD,1.089
2024-02-26T10:37:11.731608Z,WMT,STOCK SPLIT,2.08644642,,$0 ,USD,1.087
2024-02-29T17:26:22.010003Z,PBR,DIVIDEND,,,$4.92 ,USD,1.0823
2024-03-01T11:54:02.010183Z,SCCO,DIVIDEND,,,$3.13 ,USD,1.0841
2024-03-01T11:58:08.731753Z,SBRA,DIVIDEND,,,$7.42 ,USD,1.084
2024-03-04T14:18:30.278953Z,INTC,DIVIDEND,,,$0.98 ,USD,1.0872
2024-03-04T14:30:04.008Z,GRMN,BUY - MARKET,21.88822413,$137.06 ,"$3,000 ",USD,1.0873
2024-03-04T14:30:05.064Z,MSFT,BUY - MARKET,7.25093053,$413.74 ,"$3,000 ",USD,1.0873
2024-03-04T14:30:09.555Z,STX,BUY - MARKET,30.75976622,$97.53 ,"$3,000 ",USD,1.0873
2024-03-04T14:30:10.143Z,INTC,BUY - MARKET,67.72009029,$44.30 ,"$3,000 ",USD,1.0873
2024-03-04T14:30:43.261Z,TSM,BUY - MARKET,21.52698048,$139.36 ,"$3,000 ",USD,1.0873
2024-03-05T10:43:04.163685Z,BG,DIVIDEND,,,$1.08 ,USD,1.0876
2024-03-08T12:15:32.680917Z,AMGN,DIVIDEND,,,$3.39 ,USD,1.0952
2024-03-08T12:18:42.326424Z,ZWS,DIVIDEND,,,$0.18 ,USD,1.0955
2024-03-11T11:15:07.768927Z,MCHP,DIVIDEND,,,$1.65 ,USD,1.0963
2024-03-13T09:48:36.194692Z,FANG,DIVIDEND,,,$0.76 ,USD,1.0947
2024-03-14T09:37:28.108170Z,FANG,DIVIDEND,,,$1.86 ,USD,1.0966
2024-03-15T12:34:30.826723Z,MSFT,DIVIDEND,,,$2.31 ,USD,1.0913
2024-03-18T15:02:41.222982Z,ABR,DIVIDEND,,,$10.58 ,USD,1.0909
2024-03-20T11:06:56.215809Z,UNH,DIVIDEND,,,$1.50 ,USD,1.0865
2024-03-25T10:02:24.286899Z,PXD,DIVIDEND,,,$1.47 ,USD,1.084
2024-03-25T10:03:54.932253Z,BLK,DIVIDEND,,,$1.73 ,USD,1.0841
2024-03-28T13:54:58.681279Z,ALV,DIVIDEND,,,$1.93 ,USD,1.0836
2024-04-02T09:40:45.717944Z,NKE,DIVIDEND,,,$18.05 ,USD,1.0763
2024-04-02T17:22:21.172561Z,LMT,DIVIDEND,,,$2.07 ,USD,1.0789
2024-04-02T17:27:58.375856Z,SFL,DIVIDEND,,,$7.94 ,USD,1.0789
2024-04-02T17:48:36.407475Z,BP,DIVIDEND,,,$1.80 ,USD,1.0789
2024-04-02T17:53:25.087432Z,WMT,DIVIDEND,,,$0.54 ,USD,1.0789
2024-04-02T18:55:41.845078Z,PBR,DIVIDEND,,,$5.41 ,USD,1.0787
2024-04-05T07:47:21.529875Z,IRM,DIVIDEND,,,$3.03 ,USD,1.0862
2024-04-05T07:47:47.014371Z,GRMN,DIVIDEND,,,$18.26 ,USD,1.0864
2024-04-08T11:02:07.790567Z,STX,DIVIDEND,,,$24.95 ,USD,1.0855
2024-04-09T12:11:29.547258Z,CNQ,DIVIDEND,,,$1.64 ,USD,1.089
2024-04-10T09:54:40.076849Z,PM,DIVIDEND,,,$2 ,USD,1.0888
2024-04-10T10:19:21.940468Z,E,DIVIDEND,,,$1.86 ,USD,1.0885
2024-04-11T09:31:56.099887Z,IGT,DIVIDEND,,,$2.06 ,USD,1.0759
2024-04-12T09:13:53.947818Z,EC,DIVIDEND,,,$9.99 ,USD,1.0695
2024-04-12T09:14:26.542529Z,BBY,DIVIDEND,,,$3.59 ,USD,1.0695
2024-04-15T10:55:49.455292Z,GSK,DIVIDEND,,,$5.53 ,USD,1.068
2024-04-15T10:56:58.648057Z,TSM,DIVIDEND,,,$10.87 ,USD,1.0681
2024-04-16T11:43:09.473142Z,PKG,DIVIDEND,,,$2.20 ,USD,1.0657
2024-04-16T11:55:52.588747Z,EC,DIVIDEND,,,$1.22 ,USD,1.0667
2024-04-24T09:54:52.716407Z,NVS,DIVIDEND,,,$12.78 ,USD,1.071
2024-04-25T08:31:17.871193Z,ORCL,DIVIDEND,,,$1.05 ,USD,1.0748
2024-04-25T08:35:36.552146Z,CSCO,DIVIDEND,,,$2.12 ,USD,1.075
2024-04-25T08:47:34.141032Z,CMCSA,DIVIDEND,,,$3.37 ,USD,1.0749
2024-04-25T08:50:59.016672Z,IDCC,DIVIDEND,,,$2.38 ,USD,1.0748
2024-04-30T13:31:09.873Z,CVNA,SELL - MARKET,4.05720081,$82.02 ,$332.75 ,USD,1.0725
2024-05-01T10:47:52.002058Z,NOG,DIVIDEND,,,$1.40 ,USD,1.0692
2024-05-06T09:28:25.106846Z,GES,DIVIDEND,,,$31.33 ,USD,1.0791
2024-05-06T09:29:08.031406Z,XOM,MERGER - STOCK,1.57601458,,$0 ,USD,1.0791
2024-05-06T09:29:08.848002Z,PXD,MERGER - STOCK,-0.67832254,,$0 ,USD,1.0791
2024-05-07T10:09:35.991002Z,DELL,DIVIDEND,,,$1.88 ,USD,1.0784
2024-05-08T14:15:06.423940Z,,CASH TOP-UP,,,"$49,390 ",USD,1.0776
2024-05-08T14:15:55.593Z,AAPL,BUY - MARKET,54.98504426,$181.87 ,"$10,000 ",USD,1.0775
2024-05-08T14:16:55.996Z,IBM,BUY - MARKET,59.06142215,$169.32 ,"$10,000 ",USD,1.0776
2024-05-08T14:17:43.320Z,MSFT,BUY - MARKET,24.40152753,$409.81 ,"$10,000 ",USD,1.0775
2024-05-08T14:18:25.577Z,DELL,BUY - MARKET,76.50130048,$130.72 ,"$10,000 ",USD,1.0774
2024-05-08T14:19:54.338Z,GOOGL,BUY - MARKET,58.9104671,$169.77 ,"$10,000.99 ",USD,1.0775
2024-05-09T14:44:59.486665Z,,CASH TOP-UP,,,"$11,168.92 ",USD,1.0799
2024-05-09T14:45:46.402Z,AAPL,BUY - MARKET,60.82323149,$183.63 ,"$11,168.92 ",USD,1.0799
2024-05-13T17:14:03.276813Z,,CASH TOP-UP,,,$100 ,USD,1.081
2024-05-13T17:14:04.090Z,GME,BUY - MARKET,3.47428769,$28.78 ,$100 ,USD,1.081
2024-05-14T18:21:31.891163Z,,CASH TOP-UP,,,"$3,000 ",USD,1.0844
2024-05-14T18:21:32.764Z,GME,BUY - MARKET,61.42383292,$48.84 ,"$3,000 ",USD,1.0844
