Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2020-05-29T18:46:17.212925Z,SHOP,BUY - MARKET,1.34170557,$745.32 ,"$1,000 ",USD,1.1096
2020-05-31T23:16:15.910725Z,,CUSTODY FEE,,,($0.02),USD,1.1117
2020-06-02T10:12:27.455991Z,VTLE,STOCK SPLIT,-587.6512346,,$0 ,USD,1.1171
2020-06-30T23:45:04.666802Z,,CUSTODY FEE,,,($0.02),USD,1.1236
2020-07-31T23:22:13.090592Z,,CUSTODY FEE,,,($0.03),USD,1.1837
2020-08-17T16:39:05.156593Z,V,SELL - MARKET,0.99995004,$200.19 ,$200.17 ,USD,1.1863
2020-08-17T16:40:03.760823Z,BABA,SELL - MARKET,0.94973358,$255.24 ,$242.39 ,USD,1.1863
2020-08-17T16:41:24.641643Z,SHOP,SELL - MARKET,1.34170557,"$1,001.07 ","$1,343.10 ",USD,1.1863
2020-08-17T16:41:47.938564Z,V,SELL - MARKET,3.15028859,$200.21 ,$629.52 ,USD,1.1864
2020-08-17T19:58:30.667271Z,BABA,SELL - MARKET,0.83405773,$256.71 ,$212.92 ,USD,1.1873
2020-08-17T20:14:02.834592Z,,CASH TOP-UP,,,"$3,800 ",USD,1.1873
2020-08-18T14:36:33.990545Z,NIO,BUY - MARKET,214.1327623,$14.01 ,"$3,001.19 ",USD,1.1937
2020-08-18T14:37:19.985398Z,TSLA,BUY - MARKET,1.59404888,"$1,882 ","$3,001.19 ",USD,1.1938
2020-08-18T14:38:53.163418Z,AAPL,BUY - MARKET,0.87347687,$457.94 ,$401.19 ,USD,1.1939
2020-08-21T03:43:59.216482Z,,CASH TOP-UP,,,"$2,000 ",USD,1.1876
2020-08-24T13:31:36.964931Z,SQ,BUY - MARKET,12.61431725,$158.55 ,"$2,001.17 ",USD,1.1836
2020-08-26T04:36:37.600733Z,,CASH TOP-UP,,,"$2,500 ",USD,1.1817
